planet_name,host_star_name,star_number_per_system,discovery_method,year_of_discovery,discovery_facility,spectral_type,orbital_period_day,orbit_semi_major_axis_au,planet_rad_earth_rad,planet_mass_earth_mass,planet_rad_jupiter_rad,planet_mass_jupiter_mass,orbital_eccentricity,planet_equil_temp_k,stellar_effective_temp_k,stellar_rad_solar_rad,stellar_mass_solar_mass,stellar_surf_grav,distance_parsec,stellar_mass_imputation_method,stellar_luminosity_solar_lum,planet_orbital_velocity
TOI-1268 b,TOI-1268,1.0,Transit,2022.0,Transiting Exoplanet Survey Satellite (TESS),K V,8.157723350000001,0.069075,8.554831435,96.4,0.763212255,0.30330832,0.105,918.9,5267.75,0.875,0.915,4.5275,109.557,observed,0.5289402048799463,3.6401986496101237
TOI-1269 b,TOI-1269,1.0,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),GV,4.2529913,0.0496,2.40144286,6.4,0.21424275,0.02013665,0.0,1004.9,5499.0,0.8521,0.9027,4.531,172.138,observed,0.5956701799910449,4.266835177831615
TOI-1272 b,TOI-1272,1.0,Transit,2022.0,Transiting Exoplanet Survey Satellite (TESS),KV,3.31599,0.04145,4.136024535,25.8,0.36899203,0.08117588,0.344,968.0,5025.0,0.7907,0.8641,4.566,137.572,observed,0.35764947504944633,4.566618367399872
TOI-1272 c,TOI-1272,1.0,Radial Velocity,2022.0,W. M. Keck Observatory,KV,8.68505,0.07865,4.593171012208601,24.2,,0.076141715,0.12,697.0,5025.0,0.7907,0.8641,4.566,137.572,observed,0.35764947504944633,3.315183888246036
TOI-1273 b,TOI-1273,1.0,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),GV,4.631296,0.0549,11.09689089,70.55790635,0.99,0.222,0.055,1211.0,5690.0,1.06,1.06,4.37,177.118,observed,1.0566974175973087,4.3948265993699955
TOI-1278 b,TOI-1278,1.0,Transit,2021.0,Transiting Exoplanet Survey Satellite (TESS),M0 V,14.47567,0.095,12.21778896,5879.8255295,1.09,18.5,0.013,378.3212692120992,3799.0,0.573,0.54,4.68,75.5759,observed,0.061358716732472826,2.384569919853874
TOI-1279 b,TOI-1279,1.0,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),GV,9.61419,0.085,2.66146528,10.6,0.23744044,0.03335133,0.0,759.0,5457.0,0.8426,0.8784,4.529,107.055,observed,0.5648700839235635,3.2152273292352995
TOI-128.01,TOI-128,1.0,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),FV,4.9404681,0.05381019,2.21898,4.546649093154157,0.19774964,,,1344.51,6086.0,1.13,0.851969,4.26269,68.4727,observed,1.5717176456870083,3.9797392432234644
TOI-1288 b,TOI-1288,1.0,Transit,2022.0,Transiting Exoplanet Survey Satellite (TESS),G V,2.6998809666666665,0.04015,5.09615517,43.05,0.4546492933333333,0.13545045,0.032,1234.72,5306.666666666667,0.96615,0.9226,4.437666666666668,114.865,observed,0.6641500369119334,4.794451550619403
TOI-1288 c,TOI-1288,1.0,Radial Velocity,2022.0,Multiple Observatories,G V,429.5,1.07,8.371435330047838,84.85,,0.266967955,0.065,206.35874797147167,5306.5,0.98415,0.9226,4.346500000000001,114.865,observed,0.6890410846584918,0.9287307395772259
TOI-1294 b,TOI-1294,1.0,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),GV,3.915292,0.051,10.12369881,63.9,0.90317747,0.20105188,0.0,1392.74,5718.0,1.5566,1.1578,4.119,332.648,observed,2.323916429349301,4.765480190143505
TOI-1294 c,TOI-1294,1.0,Radial Velocity,2024.0,W. M. Keck Observatory,GV,159.9,0.61,10.889148990507529,147.0,,0.46251372,0.0,370.376738217151,5718.0,1.5566,1.1578,4.119,332.648,observed,2.323916429349301,1.3779289957528023
TOI-1295 b,TOI-1295,1.0,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),F,3.1968838,0.047,15.69257298,451.31633794,1.4,1.42,0.024,2360.0,6280.0,1.7,1.38,4.1,388.227,observed,4.032981851449546,5.419579585628401
TOI-1296 b,TOI-1296,1.0,Transit,2021.0,Transiting Exoplanet Survey Satellite (TESS),GV,3.944372633333333,0.05035,13.9573572,95.006432645,1.24519415,0.298923665,0.0366666666666666,1488.42,5591.0,1.6770333333333332,1.1658666666666666,4.045000000000001,323.265,observed,2.4656487533661107,4.812820775635105
TOI-1298 b,TOI-1298,1.0,Transit,2021.0,Transiting Exoplanet Survey Satellite (TESS),GV,4.537150766666667,0.0579999999999999,9.54241155,106.073456445,0.851318405,0.3337444149999999,0.0213333333333333,1333.0,5843.333333333333,1.4258666666666666,1.366233333333333,4.324666666666666,319.036,observed,2.126622126575026,4.854264378878783
TOI-1301.01,TOI-1301,1.0,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),KV,6.096407209,0.059866,2.477,5.603500467633259,0.22098352,,,683.4211489281877,4820.0,0.732,0.77,4.595290590616769,90.8693,observed,0.25947777488278057,3.5869904952829055
TOI-132 b,TOI-132,1.0,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),G8 V,2.1096977,0.026,3.42,22.4,0.30511196,0.07047793,0.059,1395.0,5397.0,0.9,0.97,4.48,163.678,observed,0.6165730542958563,6.109056997636506
TOI-1333 b,TOI-1333,2.0,Transit,2021.0,Transiting Exoplanet Survey Satellite (TESS),FIV,4.720219,0.0626,15.647764,753.2571,1.396,2.37,0.073,1679.0,6274.0,1.925,1.464,4.034,200.492,observed,5.151448649971439,4.836802515909474
TOI-1338 b,TOI-1338 A,2.0,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),F8,95.24936666666667,0.4607,7.2555,11.3,0.647308035,0.0355,0.0331,416.7672798512855,6050.0,1.3296666666666666,1.1158666666666666,4.0,399.017,observed,2.125185831148616,1.556582093329092
TOI-1338 c,TOI-1338 A,2.0,Radial Velocity,2023.0,Multiple Observatories,F8,215.645,0.794,7.650867518315268,70.30000000000001,,0.221117465,0.037,317.38293357987067,6050.0,1.329,1.1103,4.236212405490382,399.017,observed,2.1230553191710815,1.1827280659540187
TOI-1346 b,TOI-1346,1.0,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),KV,1.7622538,0.026725352257732864,2.39,5.235474055790713,0.21322189,,,1324.0,5099.0,0.78,0.82,4.61,115.45,observed,0.3689938290655288,5.540133003352141
TOI-1346 c,TOI-1346,1.0,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),KV,5.502558,0.05709361652027138,2.23,4.58964653001982,0.19894762,,,928.0,5099.0,0.78,0.82,4.61,115.45,observed,0.3689938290655288,3.7904269682856127
TOI-1347 b,TOI-1347,1.0,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),GV,0.847423885,0.0171,1.80717347,11.65,0.161225495,0.036655,0.0,1549.25,5478.5,0.83505,0.92045,4.598,147.476,observed,0.563587658910204,7.337988550924677
TOI-1347 c,TOI-1347,1.0,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),GV,4.841965,0.0546,1.638805605,6.4,0.14620469,0.02013665,0.0,975.04,5478.5,0.83505,0.92045,4.598,147.476,observed,0.563587658910204,4.106565588999646
TOI-1386 b,TOI-1386,1.0,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),G5V,25.839245,0.1730999999999999,6.134618039999999,46.41930212,0.547294905,0.14605146,0.0305,645.7149999999999,5764.0,1.01925,1.03715,4.436,146.858,observed,1.028838431856792,2.4482019295274444
TOI-1386 c,TOI-1386,1.0,Radial Velocity,2024.0,W. M. Keck Observatory,G5V,229.8,0.7444999999999999,7.901542592162743,75.2,,0.23660566,0.325,327.4,5764.0,1.01925,1.03715,4.436,146.858,observed,1.028838431856792,1.1804930070761561
TOI-139 b,TOI-139,1.0,Transit,2023.0,Transiting Exoplanet Survey Satellite (TESS),KV,11.07085,0.08590336800663298,2.4566,5.516142161851799,0.21916355,,,561.17,4570.0,0.7007,0.69,4.705,42.4061,observed,0.19214048616045337,2.8346173016005403
TOI-1408 b,TOI-1408,1.0,Transit,2023.0,Transiting Exoplanet Survey Satellite (TESS),F8 V,4.4252905,0.05791,25.0,565.065003915,2.23035445,1.777893325,0.0023,1294.6172177324443,6211.5,1.53,1.3215,4.225,139.484,observed,3.1265017048611456,4.777842015628747
TOI-1408 c,TOI-1408,1.0,Transit Timing Variations,2024.0,Transiting Exoplanet Survey Satellite (TESS),F8 V,2.1664,0.03587,2.22,7.6,0.19805548,0.02391227,0.1353,1619.9233432297146,6117.0,1.53,1.312,4.1,139.484,observed,2.9405368998495747,6.048897330289254
TOI-1410 c,TOI-1410,1.0,Radial Velocity,2024.0,W. M. Keck Observatory,KV,47.56,0.239,4.840197076959267,27.0,,0.0849515,0.0,334.21827080560547,4635.0,0.7558,0.7941,4.579,72.7512,observed,0.2365389033843608,1.8231131831622955
TOI-1410.01,TOI-1410,1.0,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),KV,1.2168525,0.0203222455,3.0222340450000003,12.5,0.269483625,0.0393294,0.0,1316.415,4634.8,0.7672745000000001,0.754604,4.544499999999999,72.7512,observed,0.24373358300510045,6.094648855732897
TOI-1411 b,TOI-1411,1.0,Transit,2022.0,Transiting Exoplanet Survey Satellite (TESS),KV,1.45204425,0.0221099999999999,1.27940296,2.0,0.114140885,0.0062927,0.0,1056.2,4190.5,0.637,0.5972500000000001,4.6850000000000005,32.4778,observed,0.1122618240937982,5.198268309201577
TOI-1416 b,TOI-1416,1.0,Transit,2023.0,Transiting Exoplanet Survey Satellite (TESS),G9 V,1.0697568,0.019,1.62,3.48,0.14452697,0.0109493,0.0,1517.0,4884.0,0.793,0.798,4.52,55.0135,observed,0.3210249933829943,6.481859740226155
TOI-1420 b,TOI-1420,1.0,Transit,2023.0,Transiting Exoplanet Survey Satellite (TESS),GV,6.9561063,0.071,11.89,25.1,1.06075658,0.07897343,0.17,957.0,5510.0,0.923,0.987,4.502,201.918,observed,0.7045302541114202,3.729103059777111
TOI-1422 b,TOI-1422,1.0,Transit,2022.0,Transiting Exoplanet Survey Satellite (TESS),G2 V,12.997613333333334,0.1076666666666666,3.908938503333333,10.2,0.3487327366666666,0.03209279,0.2,842.1700000000001,5825.5,1.02125,0.98565,4.411,155.141,observed,1.0776725365651139,3.0261866656498806
TOI-1422 c,TOI-1422,1.0,Radial Velocity,2025.0,Roque de los Muchachos Observatory,G2 V,34.5633,0.205,2.61,14.0,0.232849,0.04404893,0.2,628.0,,,0.9620809836738061,,155.141,kepler_third_law_method_orb_per_orb_semi_major_axis,,2.166725371259414
TOI-1431 b,TOI-1431,1.0,Transit,2021.0,Transiting Exoplanet Survey Satellite (TESS),Am C,2.650237,0.046,16.70138124,991.62462984,1.49,3.12,0.0022,2370.0,7690.0,1.92,1.9,4.15,148.925,observed,11.566385596481172,6.427955604867173
TOI-1437 b,TOI-1437,1.0,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),GV,18.840861,0.1395,2.33735521,10.0,0.208525225,0.0314635199999999,0.17,794.23,5997.0,1.17,1.056,4.2505,103.297,observed,1.5885385874548066,2.751818837472982
TOI-1438 b,TOI-1438,1.0,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),K0 V,5.13967,0.0553,3.04,9.4,0.2712111,0.02957571,0.0,971.0,5230.0,0.82,0.876,4.5,110.513,observed,0.451361290174651,3.9807460369459537
TOI-1438 c,TOI-1438,1.0,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),K0 V,9.428089,0.083,2.75,10.6,0.24533899,0.03335133,0.0,794.0,5230.0,0.82,0.876,4.5,110.513,observed,0.451361290174651,3.24928638558326
TOI-1439 b,TOI-1439,1.0,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),GV,27.644,0.192,4.2427861,38.5,0.37851667,0.12113455,0.157,748.4,5841.0,1.6184,1.2313,4.106,230.306,observed,2.735334319277376,2.532831562015559
TOI-1442 b,TOI-1442,1.0,Transit,2022.0,Transiting Exoplanet Survey Satellite (TESS),MV,0.4090677,0.0071,1.17,1.2264267663213562,0.10438059,,,1072.0,3330.0,0.31,0.29,4.92,41.1659,observed,0.01060205789984151,6.392118368138448
TOI-1443 b,TOI-1443,1.0,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),GV,23.540678,0.147,2.30381001,30.0,0.20553252,0.09439056,0.0,520.66,5224.0,0.7511,0.7663,4.564,85.8034,observed,0.3769624114581423,2.2835773638953976
TOI-1444 b,TOI-1444,1.0,Transit,2021.0,Transiting Exoplanet Survey Satellite (TESS),G,0.4702709,0.0116,1.41164082,3.5966666666666662,0.1259383766666666,0.01131638,0.0,2130.02,5422.333333333333,0.9091666666666668,0.94265,4.462000000000001,125.463,observed,0.641093991889967,9.01615201219457
TOI-1448 b,TOI-1448,1.0,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),MV,8.112245,0.0567,2.749,19.5,0.24524978,0.06135386,0.36,426.0,3412.0,0.38,0.372,4.849,73.3345,observed,0.017558731311131393,2.5618572372717763
TOI-1450 A b,TOI-1450 A,2.0,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),M3.0 V,2.0439274,0.02467917133957676,1.13,1.258,0.10081202,0.00395811,,722.0,3437.0,0.483,0.48,4.76,22.4467,observed,0.029208028251868932,4.410931527179061
TOI-1450 A c,TOI-1450 A,2.0,Transit,2024.0,Gemini Observatory,M3.0 V,5.0688,0.04521581533060778,1.224506970676162,1.527,,0.00480448,,533.0,3437.0,0.483,0.48,4.76,22.4467,observed,0.029208028251868932,3.258745312336761
TOI-1451 b,TOI-1451,1.0,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),GV,16.537944,0.127,2.61143902,15.2,0.23297739,0.04782455,0.0,723.33,5801.0,1.0162,1.0022,4.424,91.9362,observed,1.049203408965394,2.809637706686746
TOI-1452 b,TOI-1452,2.0,Transit,2022.0,Transiting Exoplanet Survey Satellite (TESS),M4 +/- 0.5 V,11.06201,0.061,1.672,4.82,0.14916611,0.01516542,0.0,326.0,3185.0,0.275,0.249,4.95,30.5212,observed,0.006982211247714563,2.0207367510144776
TOI-1453 b,TOI-1453,2.0,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),KV,4.3135225,0.046372791799037597,1.173,2.32,0.10464823,0.00729954,0.0,944.2,4975.0,0.72,0.715,4.576,78.7415,observed,0.28492278658649034,3.9273208527218997
TOI-1453 c,TOI-1453,2.0,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),KV,6.5886982,0.06150469569401399,2.224,2.95,0.19841233,0.00928174,0.0,819.8,4975.0,0.72,0.715,4.576,78.7415,observed,0.28492278658649034,3.4101530262417734
TOI-1467 b,TOI-1467,1.0,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),KV,5.97142671,0.0504159999999999,1.8096651666666668,9.0,0.1614477899999999,0.02831717,0.0,532.48,3806.6666666666665,0.4815,0.4935,4.779999999999999,37.4418,observed,0.04367790804543613,3.1292075510683466
TOI-1468 b,TOI-1468,1.0,Transit,2022.0,Transiting Exoplanet Survey Satellite (TESS),M3.0 V,1.88051685,0.02107,1.3405,3.125,0.1195916049999999,0.00983235,0.0099,682.85,3436.0,0.3714,0.34585,4.923,24.7399,observed,0.017249887594011262,4.052160195842418
TOI-1468 c,TOI-1468,1.0,Transit,2022.0,Transiting Exoplanet Survey Satellite (TESS),M3.0 V,15.5324795,0.08608,2.095,4.1,0.1869037,0.01290004,0.111,337.8,3436.0,0.3714,0.34585,4.923,24.7399,observed,0.017249887594011262,2.004784725791969
TOI-1470 b,TOI-1470,1.0,Transit,2023.0,Transiting Exoplanet Survey Satellite (TESS),M1.5 V,2.527093,0.0285,2.18,7.32,0.19448691,0.0230313,0.3,734.0,3709.0,0.469,0.471,4.77,51.9503,observed,0.0373476146132941,4.0659591172260345
TOI-1470 c,TOI-1470,1.0,Transit,2023.0,Transiting Exoplanet Survey Satellite (TESS),M1.5 V,18.08816,0.106,2.47,7.24,0.22035902,0.02277959,0.5,373.0,3709.0,0.469,0.471,4.77,51.9503,observed,0.0373476146132941,2.108300466785258
TOI-1472 b,TOI-1472,1.0,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),KV,6.36359787,0.0645,4.108822914999999,17.275,0.36654969,0.054457405,0.041,851.0699999999999,5116.5,0.83885,0.8927,4.526,121.84,observed,0.43266362194029384,3.720899105792571
TOI-1472 c,TOI-1472,1.0,Radial Velocity,2025.0,Multiple Observatories,KV,15.5381747,0.116,3.334,21.13,0.298,0.067,0.172,662.0,5100.0,0.84,0.87,4.5,121.84,observed,0.4282813140282092,2.7390856690028054
TOI-1478 b,TOI-1478,1.0,Transit,2021.0,Transiting Exoplanet Survey Satellite (TESS),GV,10.180256033333333,0.08605,11.937574675,275.08116408,1.065,0.8654999999999999,0.055,918.0,5597.0,1.048,0.947,4.374,152.892,observed,0.9670159621950221,3.3179859001599117
TOI-150.01,TOI-150,1.0,Transit,2019.0,Transiting Exoplanet Survey Satellite (TESS),F,5.857416466666667,0.064335,14.7678575,797.7533,1.3175,2.51,0.262,1448.75,6087.0,1.5426666666666666,1.283,4.144666666666667,336.267,observed,2.9312121225887395,4.466472449930518
TOI-1516 b,TOI-1516,1.0,Transit,2022.0,Transiting Exoplanet Survey Satellite (TESS),F8 V,2.056014,0.0330566504724073,15.24421375,1004.33776612,1.36,3.16,,1552.5534285588924,6520.0,1.14,1.14,4.25,247.054,observed,2.1071232326971536,5.873513709292139
TOI-1518 b,TOI-1518,1.0,Transit,2021.0,Multiple Observatories,F0,1.9026087,0.0389,21.01683881,731.0053361,1.875,2.3,0.01,2492.0,7300.0,1.95,1.79,4.1,225.888,observed,9.688365470627994,6.784638286457239
TOI-157 b,TOI-157,1.0,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),G9 IV,2.084540506666667,0.03138,14.414774,375.0394,1.286,1.18,0.0,1588.0,5404.0,1.167,0.948,4.281,355.683,observed,1.0420604747388407,5.4973410751989995
TOI-1601 b,TOI-1601,1.0,Transit,2021.0,Transiting Exoplanet Survey Satellite (TESS),GIV,5.3317505,0.06882,14.043487215,350.82585,1.2528771,1.103819085,0.018,1556.485,5965.0,2.1905,1.51125,3.934,336.608,observed,5.45027175408547,4.6869012873567995
TOI-163 b,TOI-163,1.0,Transit,2019.0,Transiting Exoplanet Survey Satellite (TESS),F,4.2312102,0.058,16.690201,387.7526,1.489,1.22,0.0,1669.0,6495.0,1.648,1.4352,4.187,411.719,observed,4.336315633919542,4.9752762533192305
TOI-1630.01,TOI-1630,1.0,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),GV,12.055734733,0.101151,2.417,5.348421621015865,0.21563067,,,639.3053476062627,5504.0,0.83,0.95,4.5773894480977715,66.0929,observed,0.5672307100201577,3.0651497441353066
TOI-1634 b,TOI-1634,2.0,Transit,2021.0,Transiting Exoplanet Survey Satellite (TESS),M2,0.9893440333333334,0.015175,1.7706666666666668,7.54,0.1579685733333333,0.0237234933333333,0.0533333333333333,922.0,3498.0,0.45,0.451,4.802333333333333,35.2736,observed,0.027201577957321144,5.452540562280614
TOI-1634 c,TOI-1634,2.0,Radial Velocity,2022.0,Multiple Observatories,MV,103.0,0.3297793927927097,,,,,0.0,164.45617025767177,3472.0,0.45,0.451,4.787,35.2736,observed,0.026401812565059385,1.1696380765061716
TOI-1648 b,TOI-1648,1.0,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),KV,7.331602,0.0694,2.54,7.4,0.227,0.0233,0.178,799.0,4850.0,0.81,0.83,4.5,69.835,observed,0.32570681231148707,3.4588704410125763
TOI-1659.01,TOI-1659,1.0,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),GV,5.877556328,0.065757,2.255,4.687901067081663,0.20117797,,,947.953875910545,5977.0,1.006,1.1,4.474018751279479,122.494,observed,1.1588276117916236,4.090725432775752
TOI-1669 b,TOI-1669,1.0,Radial Velocity,2023.0,W. M. Keck Observatory,GV,501.0,1.27,12.20432142400067,186.557838605,,0.586976605,0.07,204.0977217968861,5519.65,1.0561,0.99335,4.331,111.276,observed,0.9288510908753453,0.884553838728412
TOI-1669 c,TOI-1669,1.0,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),GV,2.6800535,0.0376,2.2963977,13.0,0.20487123,0.04090257,0.0,1285.16,5497.0,1.0561,0.9867,4.382,111.276,observed,0.9136984392702195,5.123581225903722
TOI-1670 b,TOI-1670,1.0,Transit,2022.0,Transiting Exoplanet Survey Satellite (TESS),F7 V,10.98462,0.103,2.06,41.31769291,0.18378121,0.13,0.59,1062.0,6170.0,1.316,1.21,4.29,168.067,observed,2.251864656664311,3.4280650689948144
TOI-1670 c,TOI-1670,1.0,Transit,2022.0,Transiting Exoplanet Survey Satellite (TESS),F7 V,40.749952500000006,0.249,10.967987615,191.96835783,0.9785,0.604,0.0785,684.0,6250.0,1.312,1.2145,4.29,168.067,observed,2.3565550496122545,2.208889902971864
TOI-1680 b,TOI-1680,1.0,Transit,2023.0,Transiting Exoplanet Survey Satellite (TESS),M4.5+/-0.5,4.8026345,0.03144,1.466,1.6442738932709817,0.13078799,,,404.0,3225.0,0.2106,0.1798,5.046,37.2209,observed,0.004304527230854652,2.3918203631087076
TOI-1683.01,TOI-1683,1.0,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),KV,3.0575356,0.036507593,2.6382,6.316618681417449,0.23510942,,,929.25,4402.0,0.7,0.694661,4.59,51.1884,observed,0.16507681571364613,4.3628455877391845
TOI-1685 b,TOI-1685,1.0,Transit,2021.0,Transiting Exoplanet Survey Satellite (TESS),M3.0 V,0.669140035,0.0115256666666666,1.5196666666666667,3.28,0.1355758116666666,0.010320036,0.0,1050.4,3474.8,0.4588333333333333,0.463,4.7895,37.6153,observed,0.027537152097741813,6.339170778126712
TOI-169 b,TOI-169,1.0,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),G1 V,2.2554463,0.03524,12.172974,251.40353,1.086,0.791,0.0,1715.0,5880.0,1.288,1.147,4.278,407.84,observed,1.7792250330862749,5.706091651846814
TOI-1691 b,TOI-1691,1.0,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),GV,16.7368944675,0.1276825,3.61252534,14.6,0.32228848,0.04593674,0.0,703.49,5700.5,1.0045,0.99405,4.409,111.445,observed,0.9559639876485819,2.790701655778005
TOI-1693 b,TOI-1693,1.0,Transit,2022.0,Transiting Exoplanet Survey Satellite (TESS),MV,1.7666957,0.0226,1.41,1.56309310172325,0.12579199,,,764.0,3499.0,0.46,0.49,4.8,30.7947,observed,0.02845648690635923,4.657134754145606
TOI-1694 b,TOI-1694,1.0,Transit,2023.0,Transiting Exoplanet Survey Satellite (TESS),KV,3.7701453333333337,0.045,5.413575533333334,28.700000000000003,0.48296769,0.090300295,0.0,1039.88,5086.466666666666,0.8109500000000001,0.8460000000000001,4.582000000000001,124.68,observed,0.39495063580711764,4.33664536525899
TOI-1694 c,TOI-1694,1.0,Radial Velocity,2023.0,W. M. Keck Observatory,KV,391.15,0.1,15.689214132150099,315.35991367500003,,0.99223325,0.09,581.8823975948457,5062.2,0.8036,0.8465,4.5440000000000005,124.68,observed,0.38047568191544495,2.90996968844662
TOI-1695 b,TOI-1695,1.0,Transit,2022.0,Transiting Exoplanet Survey Satellite (TESS),M1 V,3.13427905,0.033548,1.965,5.93,0.1753058599999999,0.01865787,0.097,644.0,3670.0,0.5225,0.5265,4.7225,45.1309,observed,0.04443515470494749,3.962240698592464
TOI-1696 b,TOI-1696,1.0,Transit,2022.0,Transiting Exoplanet Survey Satellite (TESS),M5V,2.5003105,0.0232,3.165,52.7,0.282362875,0.1658127449999999,0.0,511.0,3176.5,0.28225,0.2625,4.9595,64.9172,observed,0.007277013654823656,3.3643072029482455
TOI-1710 b,TOI-1710,2.0,Transit,2022.0,Transiting Exoplanet Survey Satellite (TESS),G5 V,24.283396,0.1633333333333333,5.2310505266666665,23.03333333333333,0.4668662,0.07250668,0.1149999999999999,666.495,5693.0,0.9627,0.9999333333333332,4.495333333333334,81.2271,observed,0.8734469423486968,2.4747030544520032
TOI-1716.01,TOI-1716,1.0,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),GV,8.082376554,0.080496,3.143,8.809562153010443,0.28040016,,,935.6277817132177,5879.0,1.24,1.07,4.280362434921811,104.158,observed,1.6479614986392472,3.646529428856336
TOI-172 b,TOI-172,1.0,Transit,2019.0,Transiting Exoplanet Survey Satellite (TESS),GV,9.477093,0.0914,10.816685,1722.6386,0.965,5.42,0.3806,1198.0,5645.0,1.777,1.128,3.993,342.831,observed,2.8768716771709806,3.513633312252244
TOI-1723 b,TOI-1723,1.0,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),GV,13.7267113215,0.113748,3.363530095,10.4,0.30007457,0.03272206,0.0,782.98,5760.0,1.08775,1.0389,4.38,100.727,observed,1.1685248903615484,3.0226646881108765
TOI-1728 b,TOI-1728,1.0,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),M0,3.491477,0.0391,5.05,26.78,0.45053082,0.08425888,0.057,767.0,3980.0,0.6243,0.646,4.657,60.798,observed,0.0877422583184198,4.065396081965116
TOI-1736 b,TOI-1736,1.0,Transit,2023.0,Transiting Exoplanet Survey Satellite (TESS),GV,7.073085,0.0736666666666666,2.8905851166666667,12.333333333333334,0.2596536433333333,0.0387139066666666,0.1233333333333333,1120.5966666666666,5704.333333333333,1.4043,1.04865,4.246,88.9482,observed,1.8733944279991552,3.77359037127773
TOI-1736 c,TOI-1736,1.0,Radial Velocity,2023.0,Haute-Provence Observatory,GV,570.8833333333333,1.3736666666666668,42.83141769499625,2572.6666666666665,,8.06008163,0.3665,261.5,5704.333333333333,1.4043,1.04865,4.246,88.9482,observed,1.8733944279991552,0.873875542347022
TOI-1739 b,TOI-1739,1.0,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),KV,8.303341703000001,0.0740359999999999,1.8205,4.3138522579452765,0.16241441,,,755.55,4868.0,0.781,0.785,4.584,70.9819,observed,0.3073223857414118,3.256779374694149
TOI-1742 b,TOI-1742,1.0,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),GV,21.269084,0.154,2.36507598,9.7,0.21099831,0.03051961,0.3,694.09,5815.0,1.131,1.0861,4.365,72.8871,observed,1.3122420068786789,2.6561312436850884
TOI-1743 b,TOI-1743,1.0,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),M4 V,4.266046,0.03589,1.83,4.368986059210935,0.16326195,,,485.0,3277.0,0.338,0.339,4.909,41.2758,observed,0.011820314069804955,3.0738884557529143
TOI-1744.01,TOI-1744,1.0,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),FV,22.341702927,0.164086,2.68,6.508128340564348,0.239094,,,660.4056998357065,6179.0,1.14,1.18,4.395894332194252,114.39,observed,1.6997002312456209,2.6821324687366426
TOI-1749 b,TOI-1749,1.0,Transit,2021.0,Transiting Exoplanet Survey Satellite (TESS),M0 V,2.38839,0.0291,1.39,57.0,0.12400771,0.17934206,0.14,831.0,3985.0,0.55,0.58,4.7,99.5561,observed,0.06844292034505146,4.465216144041509
TOI-1749 c,TOI-1749,1.0,Transit,2021.0,Transiting Exoplanet Survey Satellite (TESS),M0 V,4.4929,0.0443,2.12,14.0,0.18913406,0.04404893,0.019,673.0,3985.0,0.55,0.58,4.7,99.5561,observed,0.06844292034505146,3.618987788278048
TOI-1749 d,TOI-1749,1.0,Transit,2021.0,Transiting Exoplanet Survey Satellite (TESS),M0 V,9.0497,0.0707,2.52,15.0,0.22481973,0.04719528,0.062,533.0,3985.0,0.55,0.58,4.7,99.5561,observed,0.06844292034505146,2.8647008298237084
