planet_name,host_star_name,star_number_per_system,discovery_method,year_of_discovery,discovery_facility,spectral_type,orbital_period_day,orbit_semi_major_axis_au,planet_rad_earth_rad,planet_mass_earth_mass,planet_rad_jupiter_rad,planet_mass_jupiter_mass,orbital_eccentricity,planet_equil_temp_k,stellar_effective_temp_k,stellar_rad_solar_rad,stellar_mass_solar_mass,stellar_surf_grav,distance_parsec,stellar_mass_imputation_method,stellar_luminosity_solar_lum,planet_orbital_velocity
11 Com b,11 Com,2.0,Radial Velocity,2007.0,Xinglong Station,G8 III,324.62,1.226,61.63658057189193,5505.06616195,,17.32133333333333,0.2345,653.1371652238513,4808.0,13.76,2.09,2.38,93.1846,observed,90.77882429200622,1.3058788615447476
11 UMi b,11 UMi,1.0,Radial Velocity,2009.0,Thueringer Landessternwarte Tautenburg,K4 III,516.219985,1.5266666666666666,57.0574212386774,4684.8142,,14.74,0.08,728.3679219366965,4276.5,26.935,2.78,1.765,125.32099999999998,observed,217.70966783694138,1.3496627765760878
14 And b,14 And,1.0,Radial Velocity,2008.0,Okayama Astrophysical Observatory,K0 III,186.3,0.7616666666666667,30.026229664042432,1224.5504335033334,,3.853,0.0,756.7253196096369,4850.5,11.275,1.78,2.59,75.4392,observed,63.13482583523821,1.5289824844287172
14 Her b,14 Her,1.0,Radial Velocity,2002.0,W. M. Keck Observatory,K0 V,1766.3784171428572,2.81475,42.72617118626999,2559.47216157,,8.053,0.3629249999999999,127.96343687301615,5296.985,0.9990845,0.904,4.418005750000001,17.9323,observed,0.705032707406849,0.5668123252086852
16 Cyg B b,16 Cyg B,3.0,Radial Velocity,1996.0,Multiple Observatories,G2.5 V,799.375,1.6628333333333334,20.176910388854697,533.5145281766665,,1.6786666666666663,0.6760333333333334,191.413504108464,5728.594,1.129135,1.0165992,4.342293199999999,21.1397,observed,1.2318952031907586,0.7820337656333902
17 Sco b,17 Sco,1.0,Radial Velocity,2020.0,Lick Observatory,K3 III,578.38,1.45,31.71616013226107,1373.01871824,,4.32,0.06,712.6716420314522,4157.0,25.92,1.22,1.7,124.953,observed,180.0030825234718,0.9174256921198171
18 Del b,18 Del,2.0,Radial Velocity,2008.0,Okayama Astrophysical Observatory,G6 III,988.075,2.5386666666666664,46.89336749914425,3109.015381083333,,9.782333333333334,0.024,372.7064479137509,4979.5,8.65,2.1,2.8440000000000003,76.222,observed,41.272902518199366,0.9096656404644132
1RXS J160929.1-210524 b,1RXS J160929.1-210524,1.0,Imaging,2008.0,Gemini Observatory,K7 V,348.37017335274015,330.0,18.647,3135.75,1.664,9.0,,1750.0,4043.25,1.33258,0.85,3.99592,139.135,observed,0.42579328943459915,0.05076068532310353
24 Boo b,24 Boo,1.0,Radial Velocity,2018.0,Okayama Astrophysical Observatory,G3 IV,30.3403,0.192,14.945784392043931,284.93389169,,0.8965000000000001,0.032,1517.776432934424,4854.5,11.415,1.02,2.35,95.9863,observed,64.92615785360877,2.305284103390886
24 Sex b,24 Sex,1.0,Radial Velocity,2010.0,Lick Observatory,KIV,452.8,1.333,21.888056823890313,632.46,,1.99,0.09,396.3316474627488,5098.0,4.9,1.54,3.5,72.0691,observed,14.550614492288496,1.075029222154519
24 Sex c,24 Sex,1.0,Radial Velocity,2010.0,Lick Observatory,KIV,883.0,2.08,14.651142385611704,273.32,,0.86,0.29,317.2796076249495,5098.0,4.9,1.54,3.5,72.0691,observed,14.550614492288496,0.8606046273975612
2M0437 b,2MASS J04372171+2651014,1.0,Imaging,2021.0,Subaru Telescope,M V,213.00952970541718,118.0,30.569502745660692,1271.313628,,4.0,,1450.0,3100.0,0.84,0.17,4.5,128.484,observed,0.05846489814754148,0.03796281783882115
2MASS J01033563-5515561 AB b,2MASS J01033563-5515561 A,2.0,Imaging,2013.0,Paranal Observatory,M5.5/M6,146.11498318111754,84.0,53.72911464985078,4131.79,,13.0,,,,,0.19,,,observed,,0.04756769874753685
2MASS J01225093-2439505 b,2MASS J01225093-2439505,1.0,Imaging,2013.0,W. M. Keck Observatory,M3.5 V,72.00778546128129,52.0,11.209,7786.5,1.0,24.5,,1600.0,3419.5,0.36645,0.3765925,4.85804,33.8281,observed,0.016472887569599047,0.085115596183877
2MASS J02192210-3925225 b,2MASS J02192210-3925225,1.0,Imaging,2015.0,Cerro Tololo Inter-American Observatory,M6,327.5794729726669,156.0,16.14096,4417.837,1.44,13.9,,5.272973367791133,3064.0,0.281,0.108,4.59,,observed,0.006243922926846055,0.026316283877483478
2MASS J0249-0557 c,2MASS J0249-0557 A,2.0,Imaging,2018.0,Mauna Kea Observatory,M6 V,5442.294019496567,1950.0,50.87816455171724,3686.8095212,,11.6,,,,,0.046,,66.0613,observed,,0.004857766036445122
2MASS J03590986+2009361 b,2MASS J03590986+2009361,1.0,Imaging,2024.0,European Space Agency (ESA) Gaia Satellite,,,572.0,62.7812917179687,5720.911326,,18.0,,2369.0,,,,,117.435,missing,,
2MASS J04414489+2301513 b,2MASS J04414489+2301513,1.0,Imaging,2010.0,Hubble Space Telescope,M8.5,56.21342651764731,15.0,41.29534865562755,2383.6,,7.5,,,,,0.019,,,observed,,0.03559640627811176
2MASS J11011926-7732383 b,2MASS J11011926-7732383,1.0,Imaging,2024.0,European Space Agency (ESA) Gaia Satellite,,,266.0,77.56066134866542,8899.195396,,28.0,,2677.0,,,,,,missing,,
2MASS J11550485-7919108 b,2MASS J11550485-7919108,1.0,Imaging,2024.0,European Space Agency (ESA) Gaia Satellite,,,587.0,66.02733721470987,6356.56814,,20.0,,2506.0,,,,,100.862,missing,,
2MASS J12073346-3932539 b,2MASS J12073346-3932539,1.0,Imaging,2004.0,Paranal Observatory,M8,175.07372177353523,50.5,32.340077743902185,1430.075,,4.5,,1200.0,2825.0,0.21887,0.024,5.03186,64.308,observed,0.0027373865839048065,0.021803936862632
2MASS J19383260+4603591 b,2MASS J19383260+4603591,2.0,Eclipse Timing Variations,2015.0,Kepler,sdB,411.0,0.92,21.30089853354015,597.51891851,,1.88,0.33,563.110019661188,29564.0,0.203,0.48,5.508,396.332,observed,28.24455262693379,0.7224398420394743
2MASS J21252752-8138278 b,2MASS J21252752-8138278,1.0,Imaging,2024.0,European Space Agency (ESA) Gaia Satellite,,,7493.0,51.71018078019414,3813.940884,,12.0,,1616.0,,,,,34.1154,missing,,
2MASS J22362452+4751425 b,2MASS J22362452+4751425,1.0,Imaging,2016.0,W. M. Keck Observatory,K7 V,272.69515334423807,230.0,52.73024160096342,3972.875,,12.5,,,4045.0,,0.6,,69.5737,observed,,0.05108421113054506
2MASS J22501512+2325342 b,2MASS J22501512+2325342,1.0,Imaging,2018.0,The 2 (Two) Micron All Sky Survey (2MASS),M3,,518.0,80.16374061150262,9534.85221,,30.0,,1600.0,,,,,57.2309,missing,,
4 UMa b,4 UMa,1.0,Radial Velocity,2006.0,Thueringer Landessternwarte Tautenburg,K1 III,269.785,0.8734999999999999,41.2985816704767,2383.990036055,,7.500999999999999,0.4425,815.1441845394725,4415.0,18.11,1.234,1.8,73.4603,observed,111.80200248083227,1.188778957783668
47 UMa b,47 UMa,1.0,Radial Velocity,1996.0,Lick Observatory,G0 V,1083.04,2.0958,24.67114714151889,812.2238312540001,,2.5556,0.032,177.94438105010727,5861.053333333333,1.1749385,1.0615,4.3115845,13.796699999999998,observed,1.461580744934742,0.7118034116317747
47 UMa c,47 UMa,1.0,Radial Velocity,2001.0,Lick Observatory,G1 V,2391.0,3.6,11.726609241760425,171.621,,0.54,0.094,135.5286759056163,5850.58,1.1749385,1.032596,4.3115845,13.7967,observed,1.4511617026988388,0.5356596741445349
47 UMa d,47 UMa,1.0,Radial Velocity,2009.0,Lick Observatory,GV,14002.0,12.7,19.57087064581732,500.570447285,,1.575,0.16,72.15735166643725,5850.58,1.1749385,1.032596,4.3115845,13.7967,observed,1.4511617026988388,0.2851926592103205
51 Eri b,51 Eri,3.0,Imaging,2015.0,Gemini Observatory,F0 IV,9100.0,10.4,49.38530129518748,3464.3296363,,10.9,0.57,700.0,7295.0,1.48726,1.75,4.31078,29.7575,observed,5.620369007724939,0.41027715817760846
51 Peg b,51 Peg,1.0,Radial Velocity,1995.0,Haute-Provence Observatory,GV,4.23053038,0.0522624999999999,10.937244742029726,148.36025617,,0.4668,0.013,1111.10806802491,5763.920000000001,1.181177,1.035,4.315911,15.4614,observed,1.3816294796297734,4.450922871380835
55 Cnc B b,55 Cnc B,2.0,Radial Velocity,2025.0,Mauna Kea Observatory,M4.5 V,6.7994,0.044,1.8210406418080138,3.5,,0.01101223,0.0,332.5006191772043,3286.0,0.274,0.26,4.86,12.4773,observed,0.007853463181128433,2.4312819156154006
55 Cnc B c,55 Cnc B,2.0,Radial Velocity,2025.0,Mauna Kea Observatory,M4.5 V,33.747,0.13,2.2209740194374006,5.3,,0.01667566,0.0,193.4403727875032,3286.0,0.274,0.26,4.86,12.4773,observed,0.007853463181128433,1.414457757317769
55 Cnc b,55 Cnc,2.0,Radial Velocity,1996.0,Lick Observatory,G8 V,14.648188499999998,0.1143397884615384,14.41189295912943,264.0747930992308,,0.8308917776923077,0.0029,700.0,5235.98625,0.9630672857142856,0.93,4.423311375000001,12.585499999999998,observed,0.6254564864183897,2.8524481974704403
55 Cnc c,55 Cnc,2.0,Radial Velocity,2004.0,McDonald Observatory,G8 V,44.33322222222222,0.2401362222222222,6.841694652761471,55.65345195555556,,0.17510928,0.1007777777777777,425.5985401497095,5241.127142857143,0.9630672857142856,0.9275,4.412355857142857,12.5855,observed,0.6279164954729991,1.9656360387292846
55 Cnc d,55 Cnc,2.0,Radial Velocity,2002.0,Lick Observatory,G8 V,4982.236363636363,5.596636363636363,29.064586499499185,1144.0132926145454,,3.5995454545454546,0.0913,88.15874959324842,5241.127142857143,0.9630672857142858,0.9300000000000002,4.412355857142858,12.585499999999998,observed,0.6279164954729993,0.4077114548065732
55 Cnc e,55 Cnc,2.0,Radial Velocity,2004.0,McDonald Observatory,G8 V,0.7365474,0.01544,1.962,8.286054462307693,0.1750057444444444,0.0273882214285714,0.05,1958.0,5238.453076923077,0.9602778888888888,0.9140769230769228,4.428805916666668,12.5855,observed,0.6230113237955973,7.695603941306263
55 Cnc f,55 Cnc,2.0,Radial Velocity,2007.0,Multiple Observatories,G8 V,260.78125,0.7815125,6.34419149529778,47.52984875375,,0.1495372587499999,0.063,235.91795896227322,5241.127142857143,0.9630672857142858,0.9242857142857144,4.412355857142857,12.5855,observed,0.6279164954729993,1.0877025330275674
6 Lyn b,6 Lyn,1.0,Radial Velocity,2008.0,Okayama Astrophysical Observatory,K0 IV,906.9835,2.1295,22.58802883656603,675.4694583925,,2.12525,0.042,311.82952021874524,4952.333333333333,5.135000000000001,1.4866666666666666,3.17,54.6599,observed,14.230174324708484,0.8356856866385235
61 Vir b,61 Vir,1.0,Radial Velocity,2009.0,Multiple Observatories,G5 V,4.2149350000000005,0.0498805,2.1822129172373885,5.108518675,,0.01605,0.1095,1012.1775794687995,5581.285,0.997755,0.928036,4.3543875,8.50332,observed,0.8667113309313819,4.314117770301133
61 Vir c,61 Vir,1.0,Radial Velocity,2009.0,Multiple Observatories,G5 V,38.05835,0.2163,3.896199539507749,17.156950115,,0.05385,0.14,486.0644431418141,5581.285,0.997755,0.928036,4.3543875,8.50332,observed,0.8667113309313819,2.0717108284201657
61 Vir d,61 Vir,1.0,Radial Velocity,2009.0,Multiple Observatories,G5 V,123.01,0.476,4.473412910040556,22.9,,0.072,0.35,321.65200863494516,5577.0,0.963,0.942,4.34,8.50332,observed,0.8049056986863508,1.4070092708034252
7 CMa b,7 CMa,1.0,Radial Velocity,2011.0,Anglo-Australian Telescope,K1 III,764.6999999999999,1.847,21.13760594061653,587.9855,,1.85,0.06,320.2614751752998,4804.173333333333,4.992143333333334,1.3895,3.2016666666666667,19.8101,observed,11.910736458821981,0.8675026533812114
7 CMa c,7 CMa,1.0,Radial Velocity,2019.0,Multiple Observatories,KIV,996.0,2.1790000000000003,14.902351316515304,283.20605,,0.891,0.08,297.4344468578362,4826.0,5.034000000000001,1.3895,3.1775,19.8101,observed,12.33290944500349,0.7986852139419387
70 Vir b,70 Vir,1.0,Radial Velocity,1996.0,Lick Observatory,GV,116.68995833333332,0.4764166666666666,40.72806622792604,2315.677210435,,7.286,0.3990666666666667,445.9383303831068,5498.372,1.9059715,1.096666666666667,3.9562938,17.9011,observed,2.9789220002520516,1.5174655225661455
75 Cet b,75 Cet,2.0,Radial Velocity,2012.0,Okayama Astrophysical Observatory,G3 III,694.26,2.006,25.505513450155096,870.6933104750001,,2.7395,0.105,446.5632949199132,4827.5,10.44,2.205,2.66,82.9613,observed,53.11044950266964,1.04860956906233
75 Cet c,75 Cet,2.0,Radial Velocity,2023.0,Okayama Astrophysical Observatory,G3 III,2051.62,3.929,15.06885199222696,289.85950718,,0.912,0.023,316.94827724746824,4809.0,10.38,1.92,2.69,82.9613,observed,51.70156213739529,0.6991728955952791
8 UMi b,8 UMi,1.0,Radial Velocity,2015.0,Bohyunsan Optical Astronomical Observatory,K0,93.37,0.4806666666666666,19.03798159711738,472.5063905166666,,1.4866666666666666,0.0606666666666666,919.2709964974119,4847.133333333333,10.515,1.475,2.57,162.552,observed,54.7580872310287,1.752060067087535
81 Cet b,81 Cet,1.0,Radial Velocity,2008.0,Okayama Astrophysical Observatory,G5 III,979.135,2.258,27.909657084879914,1051.05854195,,3.307,0.037,427.99096388896135,4759.5,11.105,1.23,2.38,101.26,observed,56.776981559399935,0.738185603180738
91 Aqr b,91 Aqr,3.0,Radial Velocity,2013.0,Lick Observatory,K0 III,181.4,0.7,27.473218921093203,1017.0,,3.2,0.027,749.8509167457579,4665.0,11.0,1.4,2.52,44.0304,observed,51.41404965066561,1.4144577573177688
AB Aur b,AB Aur,1.0,Imaging,2022.0,Subaru Telescope,,70.13398428361963,93.9,45.06057779993681,2860.455663,,9.0,0.4,,9770.0,,2.4,,162.127,observed,,0.15989975882417967
AB Pic b,AB Pic,1.0,Imaging,2005.0,Paranal Observatory,K2 V,,260.0,54.70689427131862,4290.5,,13.5,,,,,,,50.0475,missing,,
AF Lep b,AF Lep,1.0,Imaging,2023.0,Paranal Observatory,F8 V,8378.75,8.671500000000002,30.884941698998745,1298.8852423075,,4.08675,0.015,1400.0,6123.333333333333,1.25,1.2063333333333333,4.4,26.8564,observed,1.9708858991904812,0.37304526673892774
AT2021ueyL b,AT2021ueyL,1.0,Microlensing,2025.0,Multiple Observatories,M V,4168.69,4.01,18.114947757732264,425.89006538,,1.34,,,3680.0,,0.49,,1040.0,observed,,0.34962367837009795
AU Mic b,AU Mic,1.0,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),M1,8.463129820000002,0.06486,4.1050362975,19.918485714285715,0.3662272775,0.0626704371428571,0.00577,596.5,3686.857142857143,0.749,0.5016666666666666,4.4448,9.7221,observed,0.09299909567546874,2.7815965205030926
AU Mic c,AU Mic,1.0,Transit,2021.0,Transiting Exoplanet Survey Satellite (TESS),KV,18.859077000000003,0.11025,2.8506735533333334,14.24,0.2543205,0.044804052,0.00338,456.5,3681.6,0.7484999999999999,0.5025,4.4585,9.7221,observed,0.09234637765260564,2.135274521254116
AU Mic d,AU Mic,1.0,Transit Timing Variations,2023.0,Multiple Observatories,KV,12.73596,0.08527420905797661,1.025017495201417,1.053,,0.00331,0.00305,440.5196635302959,3678.0,0.744,0.51,4.404,9.7221,observed,0.09088299293339311,2.445970540687301
AU Mic e,AU Mic,1.0,Radial Velocity,2025.0,Mauna Kea Observatory,KV,33.25,0.17068081193597232,4.301579651358471,21.1,,0.06638802,,325.73506412085004,3665.0,0.82,0.6,4.52,9.7221,observed,0.10884624985905587,1.8752460489435683
BD+03 2562 b,BD+03 2562,1.0,Radial Velocity,2017.0,Multiple Observatories,KIII,481.9,1.3,38.278461959618554,2034.112,,6.4,0.2,828.3146232452423,4095.0,32.35,1.14,1.89,1070.63,observed,264.0304673028719,0.9366034075418702
BD+05 4868 A b,BD+05 4868 A,2.0,Transit,2025.0,Transiting Exoplanet Survey Satellite (TESS),K V,1.271869,0.0208,2.3940586172202942,6.2,,0.01950738,,1820.0,4596.0,0.69,0.7,4.6,43.5687,observed,0.19059351146704068,5.802195214266655
BD+14 4559 b,BD+14 4559,1.0,Radial Velocity,2009.0,McDonald Observatory,K2 V,268.94,0.7785,16.046205784520325,330.5432,,1.04,0.29,215.79734058852708,4936.0,0.905,0.49,4.43,49.352,observed,0.4362019598014325,0.7934941248892028
BD+15 2375 b,BD+15 2375,1.0,Radial Velocity,2016.0,Roque de los Muchachos Observatory,KIII,153.22,0.576,16.20042641437007,337.21763,,1.061,0.001,743.0803521479423,4649.0,8.95,1.08,2.61,768.045,observed,33.57175965926694,1.369542834501403
BD+15 2940 b,BD+15 2940,1.0,Radial Velocity,2013.0,McDonald Observatory,K0,137.48,0.539,16.553941431063404,352.78,,1.11,0.26,1015.5923370170852,4796.0,14.7,1.1,2.8,426.42,observed,102.57492714367326,1.4288181027161577
BD+20 2457 b,BD+20 2457,1.0,Radial Velocity,2009.0,McDonald Observatory,K2 II,379.63,1.25,68.22905417947952,6807.63,,21.42,0.15,1065.7649265541882,4198.0,49.0,2.8,1.64,1539.71,observed,669.0394812035526,1.496921386347587
BD+20 2457 c,BD+20 2457,1.0,Radial Velocity,2009.0,McDonald Observatory,K2 II,621.99,2.01,52.66857059744469,3963.17,,12.47,0.18,828.2500834464939,4137.0,49.0,2.8,1.51,1539.71,observed,630.9923494370081,1.1804727626458584
BD+20 274 b,BD+20 274,1.0,Radial Velocity,2012.0,McDonald Observatory,K5 III,578.2,1.3,31.291604789626117,1334.886,,4.2,0.21,635.4649541114319,4296.0,17.3,0.8,1.99,1322.51,observed,91.46167422973545,0.784599995536464
BD+20 594 b,BD+20 594,1.0,Transit,2016.0,K2,G,41.686548,0.241,2.38784117,19.274050000000003,0.21302892,0.06064264,0.0,546.0,5745.0,0.9880406666666668,1.67,4.46,179.461,observed,0.9541125801547076,2.632841399284414
BD+37 3172 b,BD+37 3172,1.0,Radial Velocity,2023.0,McDonald Observatory,KIII,1887.76,4.65,48.73021886125228,3368.9811142,,10.6,0.59,599.7728585682573,4500.0,50.24,3.75,1.5,454.251,observed,928.62242379059,0.8981815740788065
BD+42 2315 b,BD+42 2315,1.0,Radial Velocity,2023.0,McDonald Observatory,KIII,123.05,0.54,11.830225274546851,174.80562385,,0.55,0.73,1049.0850549371698,4500.0,17.85,1.38,2.0,610.715,observed,117.22394854389113,1.5988865428867383
BD+45 564 b,BD+45 564,1.0,Radial Velocity,2021.0,Haute-Provence Observatory,K1,307.88,0.83,18.243812805884676,432.24663352,,1.36,0.12,,5004.0,,0.81,4.22,53.622,observed,,0.9880489187384283
BD+48 738 b,BD+48 738,1.0,Radial Velocity,2011.0,McDonald Observatory,K0 III,392.6,1.0,15.053067686747136,289.2253,,0.91,0.2,593.6146732680568,4414.0,11.0,0.74,2.24,871.493,observed,41.21018228904766,0.8603810646902178
BD+48 740 b,BD+48 740,1.0,Radial Velocity,2018.0,Multiple Observatories,KIII,733.0,1.7,20.299487629248233,540.311,,1.7,0.76,453.1929779005264,4534.0,10.33,1.09,2.48,666.589,observed,40.45913152282469,0.8008732209443585
BD+49 828 b,BD+49 828,1.0,Radial Velocity,2015.0,McDonald Observatory,K0,2590.0,4.2,19.718599040138873,508.5,,1.6,0.35,269.617897375189,4943.0,7.6,1.52,2.85,442.042,observed,30.937091113482957,0.6016890843798207
BD+55 362 b,BD+55 362,1.0,Radial Velocity,2021.0,Haute-Provence Observatory,K3,265.59,0.78,13.457346335580874,228.83645304,,0.72,0.27,,5012.0,,0.909,4.09,52.5697,observed,,1.0797162166448333
BD+60 1417 b,BD+60 1417,1.0,Imaging,2021.0,Wide-field Infrared Survey Explorer (WISE) Sat,K0,1661.9999999999993,1662.0,14.68376472,4767.426105,1.31,15.0,,1303.0,4993.0,0.797,1.0,4.5539,44.9543,observed,0.3542034255369291,0.024533497982064945
BD+63 1405 b,BD+63 1405,1.0,Radial Velocity,2021.0,Haute-Provence Observatory,K0,1214.24,2.0875000000000004,30.422853825377413,1258.60049172,,3.96,0.8855,,5000.0,,0.816,4.2,38.0473,observed,,0.6253264823432153
BD-06 1339 b,BD-06 1339,1.0,Radial Velocity,2013.0,La Silla Observatory,K7/M0 V,3.8729,0.0428,2.7841847514767175,8.5,,0.027,0.0,,4324.0,,0.7,4.74,20.2695,observed,,4.04484719375881
BD-06 1339 c,BD-06 1339,1.0,Radial Velocity,2013.0,La Silla Observatory,K7/M0 V,125.94,0.435,6.6836296626757425,53.0,,0.17,0.31,,4324.0,,0.7,4.74,20.2695,observed,,1.268759699839707
BD-08 2823 b,BD-08 2823,1.0,Radial Velocity,2009.0,La Silla Observatory,K3 V,5.599999999999999,0.0579999999999999,3.3756049639150083,12.7132,,0.04,0.15,678.2813523429796,4781.0,0.71,0.5,4.279999999999999,41.3342,observed,0.23630968549639617,2.9366080797324776
BD-08 2823 c,BD-08 2823,1.0,Radial Velocity,2009.0,La Silla Observatory,K3 V,237.6,0.68,9.227577940758287,104.0,,0.33,0.19,,4746.0,,0.74,4.13,41.3342,observed,,1.043365296470338
BD-10 3166 b,BD-10 3166,1.0,Radial Velocity,2000.0,W. M. Keck Observatory,K0 V,3.48761125,0.0440499999999999,12.234387972887111,187.5197,,0.59,0.02,1009.9508556545196,5392.16,0.9398725,1.47,4.559966,84.4069,observed,0.6700061928591575,5.777775925684387
BD-11 4672 b,BD-11 4672,1.0,Radial Velocity,2014.0,La Silla Observatory,K7 V,1650.5,2.32,12.234233448421143,187.51475,,0.5900000000000001,0.05,91.44835522372652,4512.5,0.5795,0.611,4.371,27.1665,observed,0.12492966925995139,0.5132767550514772
BD-11 4672 c,BD-11 4672,1.0,Radial Velocity,2020.0,Roque de los Muchachos Observatory,KV,74.2,0.3,3.6964644981693398,15.37,,0.04835919,0.4,269.2632940672107,4550.0,0.639,0.651,4.642,27.1665,observed,0.1570135572369946,1.473346347859697
BD-13 2130 b,BD-13 2130,1.0,Radial Velocity,2007.0,La Silla Observatory,KIII,714.299995,1.88,47.81921326981704,3238.6877,,10.19,0.21,588.4939134515305,4545.0,19.17,2.26,2.2,925.214,observed,140.69207210708677,1.0966051444133393
BD-14 3065 b,BD-14 3065 A,3.0,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),FIV,4.2889731,0.0656,21.59,3932.0,1.926,12.37,0.066,2001.0,6935.0,2.35,1.41,3.85,589.423,observed,11.46070769881429,4.636952217338359
BD-17 63 b,BD-17 63,1.0,Radial Velocity,2008.0,La Silla Observatory,K5 V,653.942495,1.34,34.53043992455071,1639.99458012,,5.16,0.475975,138.90027898264668,4689.5,0.715,0.7404999999999999,4.225,34.4603,observed,0.22182377627819608,0.7435070933648127
BD-210397 b,BD-210397,1.0,Radial Velocity,2023.0,La Silla Observatory,K7 V,1891.0,2.63,13.032583422685017,214.0,,0.7,0.1,87.54283886927367,4051.0,0.747,0.679,4.67,23.7324,observed,0.13482797949908074,0.5081968828554698
BD-210397 c,BD-210397,1.0,Radial Velocity,2023.0,La Silla Observatory,K7 V,6324.666666666667,5.919999999999999,33.35601327885987,1525.5763536,,4.8,0.43,58.3495682434942,4051.0,0.747,0.6866666666666666,4.67,23.7324,observed,0.13482797949908074,0.34063330902780026
BEBOP-3 b,BEBOP-3,2.0,Radial Velocity,2025.0,Haute-Provence Observatory,FV,547.0,1.444,11.912248288498072,177.34825111,,0.558,0.247,242.07525028006245,6033.0,1.414,1.083,4.203,119.052,observed,2.3764132772396795,0.8661749420374933
BEBOP-4 AB b,BEBOP-4 A,2.0,Radial Velocity,2025.0,Haute-Provence Observatory,G3 V,1823.5,3.634,75.2707177403663,8358.8871041,,26.3,0.428,,,,1.507,,234.294,observed,,0.6440790137988782
Barnard b,Barnard's star,1.0,Radial Velocity,2024.0,Paranal Observatory,M3.5-4 V,3.15375,0.02292,0.5921590021703603,0.3345,,0.001052455,0.03,419.0,3195.0,0.185,0.162,4.9,1.82655,observed,0.003199755223796338,2.6590419232606095
Barnard c,Barnard's star,1.0,Radial Velocity,2025.0,Gemini Observatory,M3.5-4 V,4.1244,0.0274,0.592582349423517,0.335,,0.00105403,0.08,400.0,3195.0,0.185,0.162,4.9,1.82655,observed,0.003199755223796338,2.4319643807279623
Barnard d,Barnard's star,1.0,Radial Velocity,2025.0,Gemini Observatory,M3.5-4 V,2.3402,0.0188,0.5277969367394141,0.263,,0.00082749,0.04,483.0,3195.0,0.185,0.162,4.9,1.82655,observed,0.003199755223796338,2.935983203019425
Barnard e,Barnard's star,1.0,Radial Velocity,2025.0,Gemini Observatory,M3.5-4 V,6.7392,0.0381,0.4551571735574723,0.193,,0.00060725,0.04,340.0,3195.0,0.185,0.162,4.9,1.82655,observed,0.003199755223796338,2.0623862445438568
CD Cet b,CD Cet,1.0,Radial Velocity,2020.0,Calar Alto Observatory,M5.0 V,2.2907,0.0185,1.9295371997728898,3.95,,0.01242809,,464.0,3130.0,0.175,0.161,4.93,8.60715,observed,0.0026372013994040654,2.950543744231444
CD-35 2722 b,CD-35 2722,1.0,Imaging,2011.0,Gemini Observatory,M1 V,90.93299015592935,67.0,17.37392009,9614.30931175,1.55,30.25,,1800.0,3684.5,,0.4,4.24,22.3896,observed,,0.07728008272368979
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,1.0,Imaging,2011.0,W. M. Keck Observatory,,10037.5,2.6,48.50903037187844,3337.1,,10.5,,370.0,580.5,,0.021,4.725,,observed,,0.08988722174519652
CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,1.0,Imaging,2021.0,Hubble Space Telescope,M9-L1,8040000.0,200.0,20.8487041,2479.0615746,1.86,7.8,,1800.0,2320.0,0.245,0.0147,3.845,,observed,0.0015601773124728788,0.008574694452920065
CHXR 73 b,CHXR 73,1.0,Imaging,2006.0,Hubble Space Telescope,M3.5,297.9865165137805,210.0,52.867288326258134,3994.486,,12.569,,,,,0.35,,190.374,observed,,0.040831878347238414
CI Tau c,CI Tau,1.0,Radial Velocity,2024.0,Multiple Observatories,,25.2,0.17,29.066640432699476,1144.1822652,,3.6,0.58,,,,1.03211034669076,,157.998,kepler_third_law_method_orb_per_orb_semi_major_axis,,2.464413556747307
COCONUTS-2 b,COCONUTS-2 A,1.0,Imaging,2021.0,NASA Infrared Telescope Facility (IRTF),M3 V,402000000.0,7506.0,12.44196858,2272.4731100500003,1.11,7.15,,434.0,3406.0,0.388,0.37,4.83,10.8864,observed,0.018177404668499327,0.0070221736682272
CT Cha b,CT Cha,1.0,Imaging,2007.0,Paranal Observatory,,,440.0,24.66,5403.0,2.2,17.0,,2600.0,,,,,190.72,missing,,
CoRoT-1 b,CoRoT-1,1.0,Transit,2008.0,CoRoT,G0 V,1.5089655873333332,0.0262199999999999,17.1629388,348.97436,1.5312,1.098,0.0267499999999999,1882.3333333333333,6019.6,1.15275,0.9766666666666666,4.270333333333333,787.909,observed,1.5654191627520753,6.1042431303165445
CoRoT-10 b,CoRoT-10,1.0,Transit,2010.0,CoRoT,K1 V,13.2406,0.1056666666666666,10.763466333333334,875.0811,0.9603333333333334,2.7533333333333334,0.527,623.5,5075.0,0.7743333333333333,0.8946666666666667,4.651,338.386,observed,0.3568534883473484,2.910292289022433
CoRoT-11 b,CoRoT-11,1.0,Transit,2010.0,CoRoT,F6 V,2.994317606,0.043795,15.9058535,777.085875,1.4189999999999998,2.4450000000000003,0.12,1702.3333333333333,6420.6,1.3623333333333332,1.2600000000000002,4.2435,655.0370000000001,observed,2.8298217074441556,5.364731504981168
