planet_name,star_number_per_system,spectral_type,orbital_period_day,orbit_semi_major_axis_au,planet_rad_earth_rad,planet_mass_earth_mass,planet_equil_temp_k,stellar_effective_temp_k,stellar_rad_solar_rad,stellar_mass_solar_mass,stellar_surf_grav,stellar_luminosity_solar_lum,planet_orbital_velocity,habitable_zone_main_seq
K2-384 e,1.0,MV,9.7155265,0.0615775006311119,1.2425,1.3261276083418374,325.6086629601176,3623.0,0.3025,0.33,4.874,0.0141453580241237,2.315372790212709,0
K2-384 f,1.0,MV,13.627486666666668,0.0771593109677421,2.001,3.735678289244983,322.19378387878527,3741.5,0.348,0.33,4.874,0.0212927294600892,2.06841549991204,0
K2-385 b,1.0,KV,2.3809235,0.0340248894406855,1.6295,3.291642416922223,920.6346739315372,4844.0,0.7475,0.927,4.64,0.2760125197592077,5.220552766165868,0
K2-386 b,1.0,GV,7.473417666666666,0.0725201697758481,2.53,5.833497152804332,852.6839179590813,5670.5,0.9973333333333332,0.911,4.424,0.922690263907986,3.544906349973511,0
K2-387 b,1.0,MV,28.735175,0.1522324953983628,6.514,84.8826984577403,293.3593566187153,3572.0,0.6245,0.57,4.66,0.0569640076715009,1.9353464875708797,0
K2-388 b,1.0,GV,6.339152666666666,0.0640258619405532,3.74,12.259028203055722,874.0,5348.0,0.9013333333333332,0.8713333333333333,4.444,0.5962471407421018,3.689686195161878,0
K2-389 b,1.0,GV,8.583499666666667,0.0781626039046064,2.210666666666667,4.514339316671515,932.0,5779.0,1.0873333333333333,0.8646666666666668,4.285333333333333,1.183112469880956,3.326594253663967,0
K2-389 c,1.0,GV,20.851337,0.1377486161818565,2.04,3.8752285237083406,657.6957905098582,5782.0,1.084,0.802,4.273,1.178313256536593,2.413340192376848,0
K2-390 b,1.0,GV,3.312792,0.0401878676944853,4.662,55.5870494742874,1104.9320724240088,5558.0,0.966,0.789,4.368,0.7989475559857876,4.431655612669337,0
K2-391 b,1.0,GV,4.622654,0.0494955402422647,1.371,1.5071229778900752,760.0567421906665,5543.0,0.566,0.757,4.973,0.2713327563881919,3.9114689696890728,0
K2-392 b,1.0,GV,15.398723,0.1143391572020133,1.85,4.486410592232827,706.2730590447891,5726.0,1.058,0.841,4.314,1.0796091585426153,2.7125358613895587,0
K2-393 b,1.0,GV,10.4123105,0.0894602058989876,2.352,5.078446750539418,795.8892529349042,5609.0,1.0955,0.881,4.321,1.0657525336874456,3.1386868762436864,0
K2-394 b,1.0,KV,5.0957685,0.0453129436153589,1.692,3.6082521181281697,713.2948297224018,4714.0,0.631,0.478,4.515,0.1764033714608451,3.2484620270533537,0
K2-395 b,1.0,KV,4.803352,0.0548085663603722,2.597,6.130511399079812,767.3795251744888,5007.0,0.783,0.952,4.628,0.345719391301734,4.168398558416656,0
K2-395 c,1.0,KV,8.491282,0.0801310824120914,3.395,10.199892141996546,634.6494732348589,5007.0,0.783,0.952,4.628,0.345719391301734,3.4474101309004057,0
K2-396 b,1.0,GV,0.673862,0.014808234603627,1.579,3.0482627374718474,1673.469742991774,5236.0,0.92,0.954,4.488,0.5707738348513313,8.027818189503275,0
K2-396 c,1.0,GV,25.76051,0.1680450069720858,3.124,8.708652230852023,496.7715330812184,5236.0,0.92,0.954,4.488,0.5707738348513313,2.383067615054237,0
K2-397 b,1.0,GV,3.572326,0.0447528231170382,2.417,5.348421621015865,1014.8486455411578,5387.0,0.966,0.937,4.435,0.7050696244776355,4.576511531417531,0
K2-398 b,1.0,GV,6.393025,0.066153788676025,2.274,4.763233532305255,1043.4199914913934,5946.0,1.239,0.945,4.227,1.7215993189973806,3.7801891167819073,0
K2-398 c,1.0,GV,18.787839,0.1357276531094097,5.098,70.19619298229281,728.4543554734977,5946.0,1.239,0.945,4.227,1.7215993189973806,2.639105297088808,0
K2-4 b,1.0,KV,10.004332781666667,0.0757333333333333,2.204,4.488508183609712,563.0,4090.546,0.5903397499999999,0.6350086666666667,4.711345,0.087542516656248,2.8961514848284327,0
K2-400 b,1.0,MV,3.865053,0.0347270069048827,1.163,1.2168964639819824,481.1874558169263,3578.0,0.382,0.374,4.847,0.0214574406870611,3.282291199935893,0
K2-401 b,1.0,KV,6.293099,0.0636828723748665,2.262,4.715588947507759,556.1705386496591,4213.0,0.675,0.87,4.719,0.1287843920477972,3.696777297250419,0
K2-402 b,1.0,GV,17.27474,0.1282935614586421,2.678,6.498903496408134,732.1005453161308,5716.0,1.28,0.944,4.197,1.5692013379069256,2.7130547026440985,0
K2-403 b,1.0,GV,33.589979,0.1878675158171328,5.333,78.95794441361977,485.2855744627003,5511.0,0.886,0.784,4.439,0.6496492446702485,2.043182541379024,0
K2-404 b,1.0,MV,13.115365,0.0892838955023336,2.53,5.833497152804332,377.8840070589483,3748.0,0.552,0.552,4.695,0.0539468802262551,2.486897911398557,0
K2-405 b,1.0,KV,3.435462,0.04505781517847,4.1875,42.00510554810318,823.1977435644719,4927.0,0.765,1.034,4.685,0.3094161438621611,4.791264964882624,0
K2-406 b,1.0,GV,22.549406,0.1448874886400736,4.602,53.73913398274212,604.0188495837839,5784.0,0.961,0.798,4.374,0.9273629958560318,2.3472588612581347,0
K2-407 b,1.0,GV,4.941907,0.05443290742879,1.283,1.3825939536193266,930.8808950679204,5563.0,0.927,0.881,4.45,0.7383895776737656,4.0237609561238425,0
K2-407 c,1.0,GV,9.22453,0.0825203987999903,1.36,1.4914221229127824,756.0390436062763,5563.0,0.927,0.881,4.45,0.7383895776737656,3.268001740164816,0
K2-408 b,1.0,GV,20.978959,0.1389395820951156,1.677,3.53069882273286,513.8725474943492,5335.0,0.784,0.813,4.559,0.4467449689611709,2.419397695521556,0
K2-409 b,1.0,GV,1.908084,0.0289167458141944,2.482,5.625011006988864,1517.272613482549,5742.0,1.228,0.886,4.204,1.4707516226893536,5.536268393777159,0
K2-411 b,1.0,GV,3.2141,0.0511,0.9898,0.9867603362954396,1201.2378701690914,5711.0,1.375,1.018,4.1693,1.8044459879569328,4.464146340651276,0
K2-412 b,1.0,GV,5.9382,0.0586,2.116,4.154126911368295,925.5209159020392,5590.0,0.977,0.893,4.412,0.83623089537855,3.9043784353685496,0
K2-413 b,1.0,KV,0.8094,0.0117,0.7599,0.6998152108433214,1290.944023681151,4116.0,0.7,0.808,4.656,0.1261790909865354,8.311659311043984,0
K2-413 c,1.0,KV,5.3301,0.0426,1.2327,1.312546247755421,676.5432146282104,4116.0,0.7,0.808,4.656,0.1261790909865354,4.355879578073063,0
K2-414 b,1.0,KV,4.3696,0.0487,1.219,1.293614328469147,682.7423543123575,4343.0,0.732,0.814,4.621,0.1710296195037313,4.089052681255972,0
K2-414 c,1.0,KV,6.669,0.0552,1.9287,4.966447173412083,641.286041724021,4343.0,0.732,0.814,4.621,0.1710296195037313,3.8407642235770023,0
K2-415 b,1.0,MV,4.0179694,0.027,1.015,7.5,412.4,3173.0,0.1965,0.1635,5.066,0.0035115208206147,2.461228755050621,0
K2-416 b,1.0,MV,13.102,0.088,2.66,1652.7077164,447.0,3746.0,0.554,0.548,4.691,0.0542226166310539,2.4958812998590503,0
K2-417 b,1.0,MV,6.535,0.063,3.31,699.2224954,558.0,3861.0,0.5776,0.569,4.67,0.0665186498441306,3.0058052762199576,0
K2-419 A b,2.0,KV,20.358990104,0.1208,10.675,196.0,377.0,3722.3333333333335,0.5398368,0.5442253333333333,4.71558,0.0501967811106176,2.122906632328576,0
K2-42 b,1.0,KV,6.6879684,0.0617,2.396666666666667,5.263256164083474,598.3332425507978,4544.5,0.6505000000000001,0.702,4.659,0.1619305842393416,3.373657250822742,0
K2-43 b,1.0,KV,3.4712102,0.0379199999999999,4.584,53.19225836301782,939.3,3847.33,0.566483,0.5899546666666666,4.698,0.0630814065739919,3.945028454988185,0
K2-43 c,1.0,KV,2.199167,0.0274572703365196,2.51,5.746191174990082,1093.7,3840.6,0.5760000000000001,0.571,4.673613168960495,0.0647636216747167,4.561045012429942,0
K2-44 b,1.0,GV,5.656618333333333,0.06255,2.5770343066666666,6.041271868392161,1211.0,5875.0,1.5846115,1.15,4.074,2.683903771158271,4.288547721703226,0
K2-45 b,1.0,KV,1.7292605499999998,0.0237,6.71,91.06099109555603,740.0713434222016,4212.033333333334,0.445,0.503,4.824,0.0559212756502651,4.6077064547794215,0
K2-46 b,1.0,FV,19.153769,0.13821,2.322281194,4.957219278195627,889.0,6262.25,1.297222,0.9875465,4.154,2.3218815814633,2.6735236336245265,0
K2-47 b,1.0,KV,31.646202,0.1779,1.89,4.726795377909676,413.3499087897781,4932.0,0.76,0.75,4.544,0.3066262320315925,2.0536084451387566,0
K2-48 b,1.0,KV,20.508297666666667,0.1344,2.4166666666666665,5.347020245975302,453.32148334943264,4813.5,0.725,0.77,4.603,0.2531685578608465,2.393981071288501,0
K2-49 b,1.0,KV,2.770600566666667,0.0309,1.93,4.974619111200722,657.9550568554605,4252.0,0.45,0.51,4.81,0.0593865233079147,4.063318189633124,0
K2-5 b,1.0,KV,5.735631239999999,0.0515,1.91,4.849773052826155,599.5,4035.25,0.5406666666666666,0.5533333333333333,4.766500000000001,0.0695393817199297,3.2784214768658946,0
K2-5 c,1.0,KV,10.933365,0.0791999999999999,1.96,5.165410179989092,483.5,4017.6666666666665,0.5406666666666666,0.5533333333333333,4.766500000000001,0.0683352279790475,2.6436612775397115,0
K2-50 b,1.0,KV,8.752622466666667,0.0705,1.59,3.100337571535927,511.5668115053531,4289.0,0.61,0.611,4.742,0.1129727511440702,2.9444286210895183,0
K2-52 b,1.0,FIV,3.535106875,0.05125,18.0,793.7422296487924,2004.0,7147.0,1.9173333333333336,1.4505,4.0595,8.605581533613936,5.320922282852867,0
K2-53 b,1.0,KV,12.2075197,0.09775,2.4775,5.605649764762419,665.0,4942.75,0.815833,0.8405,4.5025466666666665,0.3564240212603084,2.9328203416297534,0
K2-54 b,1.0,KV,9.7838,0.0716,2.6116925,6.196577412265383,560.0,3894.0,0.643,0.615,4.750500000000001,0.08528950316894,2.9312714002630256,0
K2-55 b,1.0,KV,2.84930495875,0.03493,4.226,44.0,900.0,4329.568571428571,0.68559625,0.6878625,4.593552,0.1481853281943427,4.438400701718983,0
K2-57 b,1.0,KV,9.007038999999999,0.0749,2.279762505,4.786193498739621,635.8,4411.666666666667,0.646,0.6910000000000001,4.6545,0.1418291988250442,3.037897376403921,0
K2-58 b,1.0,KV,7.052459216,0.0692,2.6535632575,6.386691603068596,723.8105384451919,5141.25,0.8341929999999999,0.873937,4.52546,0.436212214745172,3.554364805865589,0
K2-58 c,1.0,KV,2.5371233,0.035,1.6487802275,3.387483280881169,1025.300118015636,5181.666666666667,0.8334493333333333,0.873937,4.531000000000001,0.4492893701988361,4.997824769076398,0
K2-58 d,1.0,KV,22.88185875,0.1517,1.77055398,4.0307547964633486,492.4841288201621,5181.666666666667,0.8334493333333333,0.873937,4.531000000000001,0.4492893701988361,2.4006135707446417,0
K2-59 b,1.0,KV,20.694017666666667,0.1354,2.4,5.277173334085132,462.91393690186993,4915.0,0.7304999999999999,0.774,4.592,0.2793986987804713,2.3913113884287505,0
K2-59 c,1.0,KV,11.295736,0.0905,2.2833333333333337,4.800447250936003,566.22012174385,4915.0,0.7304999999999999,0.774,4.592,0.2793986987804713,2.924968374349484,0
K2-6 b,1.0,GV,30.9412702,0.189,2.562430484,5.976390618361749,615.0,5736.0,0.96,0.9434466666666664,4.534,0.895094496116693,2.234615254285462,0
K2-60 b,1.0,GV,3.002585885,0.043395,8.61393675,135.39558,1400.0,5586.8,1.12,0.99,4.108485,1.096423646082724,4.7771924243189625,0
K2-61 b,1.0,GV,2.5732353300000006,0.0392,2.060568662,3.949803334821117,1325.0,5840.0,1.0016002,1.006734,4.363894999999999,1.046959889553742,5.068615163696779,0
K2-62 b,1.0,KV,6.671603663333333,0.0636,1.992522534,5.377047953817068,666.0,4605.2,0.6823980000000001,0.6907156666666666,4.620855,0.1879140810721465,3.2960673671225686,0
K2-62 c,1.0,KV,16.197198000000004,0.1148,1.972139174,5.243818436073558,495.0,4617.75,0.6779823333333334,0.6770735,4.624666666666666,0.1875202928132818,2.4289688656327604,0
K2-63 b,1.0,FV,20.260169666666663,0.1627,3.22,9.224145742106186,753.8323281680051,6228.5,1.4495,1.4,4.15,2.837005413376497,2.933899447568346,0
K2-63 c,1.0,FV,25.45677166666667,0.189,3.516666666666667,10.905593092501858,699.4193329400496,6228.5,1.4495,1.4,4.15,2.837005413376497,2.722125223149228,0
K2-64 b,1.0,GV,6.5311127025,0.0619,2.07,3.984223166442407,788.9075117177682,5338.666666666667,0.82210125,0.8405,4.55139,0.4925742318225576,3.6855178449654815,0
K2-65 b,1.0,KV,12.648562044,0.1014,1.5204062475,2.7795950845843707,545.0410701758835,4907.666666666667,0.7606666666666667,0.7859585,4.5415,0.3011472142911915,2.7845550874101144,0
K2-66 b,1.0,FV,5.0693983,0.06026,2.665,18.65,1399.5,6050.0,1.69,1.11,4.0183333333333335,3.4330865929873244,4.292614712190206,0
K2-68 b,1.0,KV,8.054557275,0.0708,1.7870763900000002,4.123150675790539,605.2859567974539,4786.333333333333,0.688647,0.7406984999999999,4.686,0.2233031928959735,3.2350357749158043,0
K2-69 b,1.0,KV,7.0656258,0.0591,2.5966666666666662,6.129016430670013,478.3708486256628,4093.0,0.491,0.551,4.786,0.0607043499425223,3.053915688070233,0
K2-7 b,1.0,GV,28.681705,0.1848333333333333,3.7813082625,12.51756798985339,718.5,5729.0,1.565,1.053,3.9545,2.3671938438912603,2.387256154703421,0
K2-70 b,1.0,GV,13.980380866,0.1112,2.7750986875,6.9539092836425445,571.9426122013837,5210.75,0.8148118,0.8778656666666667,4.525153333333333,0.439142447780923,2.810196072021275,0
K2-71 b,1.0,KV,6.9858447,0.0559,2.15,4.281866017878096,441.9844539679484,3948.5,0.426,0.477,4.852,0.0395765212698921,2.9216505468646234,0
K2-72 b,1.0,MV,5.577305566666666,0.0385,1.1233333333333333,1.1632183375364404,412.9699248358488,3473.49,0.330989,0.2441825,5.048,0.0143080741823395,2.518847572985667,0
K2-72 c,1.0,MV,15.188067,0.0751,1.01,1.0130194546923372,269.1688909899977,3428.735,0.2814945,0.2441825,5.048,0.0098257420851155,1.8034839570682348,0
K2-72 d,1.0,MV,7.760039,0.04805,0.87,0.8344014082698132,336.5101263548644,3428.735,0.2814945,0.2441825,5.048,0.0098257420851155,2.254683340410814,0
K2-72 e,1.0,MV,24.162884,0.102,1.29,1.3924083640751608,230.9642422020058,3428.735,0.2814945,0.2441825,5.048,0.0098257420851155,1.5475053745464895,0
K2-73 b,1.0,GV,7.495420477142858,0.07619,2.58,9.2,968.0,5999.5,1.0604046666666669,1.0470384,4.395984,1.3070534305033334,3.707723179422628,0
K2-73 c,1.0,GV,1000.0,1.970031819532244,29.040101893155672,1142.0,186.1,5867.0,1.058,1.02,4.39,1.1899413003513175,0.7196783688625082,0
K2-74 b,1.0,GV,19.56651075,0.1402,2.31,4.907527724732375,646.2367354372757,5931.0,1.0123333333333333,0.973591,4.3420000000000005,1.137754653551026,2.6356591921064565,0
K2-75 b,1.0,GV,7.816749725,0.081,2.6146561975,6.209944568388456,1011.8494600102788,5939.0,1.4300073333333334,1.1667545,4.189,2.282546744707602,3.7959651519547184,0
K2-75 c,1.0,GV,18.292331500000003,0.1429,2.7165604925,6.677852508376756,761.8023346734111,5939.0,1.4300073333333334,1.1667545,4.189,2.282546744707602,2.857910419864865,0
K2-77 b,1.0,KV,8.200245733333334,0.07565,2.4595226300000004,603.877,806.0,5072.52,0.7878645,0.8492515,4.558254,0.3687126065376453,3.3511099641139657,0
K2-79 b,1.0,GV,10.994851000000002,0.09875,3.9194759549999993,9.2,973.5,5888.2,1.25975,1.0619875,4.272,1.7115468665723472,3.2799417754408657,0
K2-8 b,1.0,KV,10.353499445,0.0863,3.164,8.921734646840973,661.0,4896.6,0.7453952500000001,0.7799999999999999,4.543933333333333,0.2865771799670637,3.006885476935298,0
K2-8 c,1.0,KV,5.06405928,0.0538499999999999,2.388,5.227153005817173,839.0,4938.0,0.735,0.81,4.541,0.2881833400412686,3.8790434084617695,0
K2-80 b,1.0,GV,19.094316666666668,0.135,2.051091443333333,3.915358591175938,552.1971723132082,5409.0,0.855729,0.9065555,4.5845,0.5623805291301905,2.591822753932266,0
K2-80 c,1.0,GV,5.605013,0.0596,1.4563813233333331,1.6302628465861286,831.0706264048206,5409.0,0.855729,0.9065555,4.5845,0.5623805291301905,3.900758402324824,0
K2-80 d,1.0,GV,28.874576500000003,0.1787000979731952,2.4710575300000004,5.577986097013672,465.1146574712726,5377.0,0.813229,0.913111,4.65,0.4959931864111357,2.26086367417734,0
K2-81 b,1.0,KV,6.10199132,0.05845,2.056666666666666,3.935604311703965,633.3398803730387,4662.71,0.6558876666666666,0.745273,4.61822,0.1824325796895458,3.571415836907298,0
K2-83 b,1.0,KV,2.7471083333333333,0.03107,1.244,1.328209231669723,583.121046392402,3892.875,0.424,0.539056,4.863,0.0370427651512521,4.166019510515215,0
K2-83 c,1.0,KV,9.9985118775,0.073655,1.483,1.669104378222451,395.0935533823613,3877.9166666666665,0.4650003333333333,0.520321,4.77295,0.0438722862976042,2.658333989316682,0
K2-84 b,1.0,GV,6.421495,0.0665,2.46,5.5306567229520365,835.1176037306442,5652.0,0.883,0.95,4.481,0.713871213869542,3.780297368534095,0
K2-84 c,1.0,GV,27.8561,0.1768,2.095,4.076145255129223,512.1737671647606,5652.0,0.883,0.95,4.481,0.713871213869542,2.3184389068029083,0
K2-85 b,1.0,KV,0.68455552452,0.012815,1.28796006,3.2,1355.0,4346.887142857143,0.6822833333333334,0.6841617499999999,4.477015000000001,0.149118949149286,7.30794169488,0
K2-86 b,1.0,GV,8.776594666666668,0.077,1.96,5.165410179989092,675.870838497662,5305.5,0.76,0.7737475,4.5495,0.410603181400104,3.170510901460711,0
K2-87 b,1.0,GV,9.726882666666668,0.0907999999999999,6.873333333333332,96.40215731111142,979.0,5576.5,1.4545,1.0555,4.339,1.835541158951972,3.410053389220615,0
K2-88 b,1.0,MV,4.612306666666667,0.03825,1.23,1.3088101214257308,375.60640900810847,3580.575,0.256,0.258,5.022,0.0096645331657081,2.597581109057164,0
K2-89 b,1.0,KV,1.095989,0.01581,0.615,0.5315420787516727,669.951251380083,3684.0,0.318,0.347,4.835935,0.0167117748527735,4.68569252073063,0
K2-9 b,1.0,MV,18.4488386,0.0952,2.25,4.668171301876247,299.0,3668.75,0.31,0.27,4.816,0.0156201684120867,1.68437346802885,0
K2-90 b,1.0,KV,13.729377690000002,0.0962,2.4525,5.498663340318169,502.0,4293.7775,0.63766025,0.638,4.688653333333333,0.1240014272142455,2.5757148824349403,0
K2-90 c,1.0,KV,2.9004153333333336,0.0339,1.2266666666666668,1.3042010128285288,754.1109399430742,4278.99,0.640377,0.6333065,4.791,0.1233463738673123,4.322968864571116,0
K2-91 b,1.0,MV,1.4195414275,0.0172,1.1666666666666667,1.2218863874195702,585.4254960464191,3478.9666666666667,0.2962233333333333,0.319776,4.931365,0.0115326589692792,4.312545531907498,0
K2-95 b,1.0,MV,10.13430155,0.0525,3.31,9.72015495131937,428.5,3481.2,0.4178296666666667,0.4160943333333333,4.834326666666667,0.0230040495425934,2.8157314581734623,0
K2-97 b,1.0,KIV,8.40638975,0.0841333333333333,12.316863485,174.48779544,1532.5,4741.426666666667,4.286972857142857,1.1625,3.3031999999999995,8.33350056620938,3.7178119313152913,0
K2-98 b,1.0,FV,10.136881584444446,0.0967666666666666,4.800644608571429,34.00763955,1118.0,6188.0,1.51003,1.1892658333333337,4.154648571428572,2.9995922387858998,3.5063201256787155,0
K2-99 b,1.0,GIV,18.2496445,0.1572333333333333,11.679569869999998,290.60193803,1135.0,6072.545000000001,2.5929345,1.486139,3.76088,8.202682647987222,3.0749098584011,0
K2-99 c,1.0,FIV,522.2,1.43,43.59736943730649,2669.7586188,390.0,6069.0,2.55,1.44,3.783,7.914778416711905,1.0036636866058972,0
KELT-1 b,1.0,FV,1.2175011533333333,0.02466,12.442,8654.15,2046.944258750308,6542.68,1.4680533333333334,1.335,4.234233333333333,3.5432046356737588,7.3590047068167825,0
KELT-10 b,1.0,GV,4.166258725,0.05165,15.737422405,215.96494338,1377.0,5948.0,1.209,1.112,4.319,1.6414448326092017,4.640793184748678,0
KELT-11 b,1.0,GIV,4.736223766666667,0.0624225,15.206867983333334,63.0097158575,1712.0,5355.375,2.7408600000000005,1.4426666666666668,3.715666666666667,5.543998488183791,4.808254023150461,0
KELT-12 b,1.0,FIV,5.031624266666667,0.06708,19.95202,301.9385,1800.0,6279.0,2.37,1.591,3.889,7.833367002355391,4.870948600808046,0
KELT-14 b,1.0,GV,1.7100549660000002,0.0298049999999999,18.2874835,394.1092,1937.0,5740.5,1.5200000000000002,1.239,4.183,2.251002156059524,6.4486094310162505,0
KELT-16 b,2.0,FV,0.9689934504,0.020395,15.681377655,867.6737414849999,2435.0,6236.25,1.36,1.207,4.25925,2.509930722316797,7.694258344460536,0
KELT-17 b,1.0,AV,3.080174983333334,0.04881,17.093725,416.3573,2087.0,7454.0,1.645,1.635,4.22,7.495130660965752,5.788678885055854,0
KELT-18 b,2.0,FV,2.871710294,0.0455,17.59813,375.0394,2085.0,6712.5,1.90826,1.524,4.0566,6.632879975576482,5.788443107870904,0
KELT-19 A b,2.0,AV,4.6117265666666665,0.0637,21.40919,1293.5681,1935.0,7500.0,1.83,1.62,4.127,9.50685966176926,5.043857114162983,0
KELT-2 A b,2.0,FV,4.11378694,0.054965,14.668819999999998,503.11813666666666,1458.5383900925206,6194.25,1.8535,1.366,4.5,4.537639071775181,4.986056753187888,0
KELT-20 b,1.0,AV,3.474107312,0.0556,20.0136695,1074.90106,2261.0,8785.0,1.57375,1.76,4.295,13.23513573162761,5.627220357251484,0
KELT-21 b,1.0,AV,3.612767793333333,0.05224,17.777474,1242.7153,2051.0,7598.0,1.638,1.458,4.173,8.022593765485759,5.28387045975919,0
KELT-23 A b,2.0,GV,2.2552802672000003,0.03302,14.829507,298.12454,1561.0,5898.75,0.996,0.944,4.444956666666667,1.0775774343747735,5.347766626834175,0
KELT-24 b,2.0,FV,5.551493271428571,0.06773,14.071015286666666,1480.0236991766667,1441.0,6448.195,1.487445,1.3896,4.227176666666666,3.431818667714216,4.530324895777361,0
KELT-4 A b,3.0,FV,2.989591505,0.04317,19.049679095,286.36411315,1823.0,6206.333333333333,1.602,1.2006666666666663,4.108666666666667,3.4162941896136068,5.274668694951453,0
KELT-6 b,1.0,FV,7.845628883333333,0.07993,13.599235,145.853365,1313.0,6170.0,1.5898,1.42,4.0845,3.286362689892227,4.215647115479441,0
KELT-6 c,1.0,FV,1276.0,2.39,29.48832757711674,1179.1493,203.4167906239746,6272.0,1.529,1.126,4.12,3.245854286492916,0.6865074091985903,0
KELT-7 b,1.0,FV,2.734769108888889,0.04415,17.558898499999998,424.30305,2048.0,6736.0,1.7515,1.59125,4.264500000000001,5.666546373147739,6.004527502399015,0
KELT-8 b,1.0,GV,3.24406628,0.045605,19.95202,209.7678,1675.0,5745.5,1.46,0.81,4.095048,2.0840439691864105,4.215132814881941,0
KELT-9 b,2.0,AV,1.4811211125,0.03462,20.590933,845.4277999999999,4050.0,10170.0,2.362,2.52,4.093,53.54679088333928,8.533196029320361,0
KIC 10068024 b,1.0,FV,2.073549,0.0340044688514783,21.940922511824898,635.656814,1687.9057342555511,6118.4,1.574,1.22,4.092,3.114947784671974,5.990828697972535,0
KIC 10525077 b,1.0,FV,854.083,1.7675852136702337,5.5,85.57494320611977,186.69602121249957,6091.0,1.01,1.01,4.42,1.259757624494898,0.756041249018505,0
KIC 3526061 b,1.0,KIV,3552.0,5.14,63.03107416876546,5768.58558705,209.0741837970488,4829.0,5.86,1.42,3.09,16.753822255003683,0.5256995396052925,0
KIC 3558849 b,1.0,FV,1322.3,2.341901047141331,6.9,97.2909278117038,164.43313410206682,6175.0,1.01,0.98,4.44,1.3307008836100649,0.6469992115619503,0
KIC 5437945 b,1.0,FV,440.785090125,1.1557419999999998,6.967571428571429,99.56414948253096,308.0,6234.52375,1.3453333333333333,1.0490000000000002,4.144354285714286,2.4533685315011797,0.9528669857841624,0
KIC 5479689 b,1.0,GV,1.701531,0.0275735152504847,11.30284838716379,158.9142035,1260.4328027365918,5459.1,0.894,0.966,4.52,0.6368674997153037,5.919942371345795,0
KIC 8121913 b,1.0,GIV,3.294601,0.0491128939971315,22.45914940739007,667.4396547,1633.7374684982456,5975.3,2.233,1.456,3.896,5.703036547302646,5.445752613042719,0
KIC 8540376 b,1.0,FV,31.8099,0.1990638958125526,4.1,39.75262995826529,660.4465473096191,6474.0,1.26,1.04,4.31,2.502198275648616,2.286100949368626,0
KIC 8540376 c,1.0,FV,75.2,0.3532614038071328,2.4,5.277173334085132,495.7763759483712,6474.0,1.26,1.04,4.31,2.502198275648616,1.7161038214933233,0
KIC 9663113 b,1.0,FV,572.3836707142857,1.399212,4.6,53.67819957393424,240.5,6131.90125,1.0762,1.0386666666666666,4.290963333333333,1.4691171693517102,0.8617302142258354,0
KOBE-1 b,1.0,KV,8.5399,0.07006,2.830776520569124,8.8,594.4,4135.0,0.619,0.629,5.07,0.100501652697333,2.996851616587794,0
KOBE-1 c,1.0,KV,29.671,0.16071,3.3355562617271817,12.4,392.5,4135.0,0.619,0.629,5.07,0.100501652697333,1.9786949991363163,0
KOI-12 b,1.0,FV,17.855216634835717,0.1481428571428571,15.033079999999998,349.613,929.8,6761.437692307692,1.518142,1.4216363636363636,4.24815,4.321861466938943,3.098338671288729,0
KOI-1257 b,2.0,GV,86.64765798165,0.3623833333333333,10.54,460.83,511.0,5391.0,1.13,0.99,4.427428571428572,0.967662841271203,1.6531355813374284,0
KOI-13 b,3.0,AV,1.7635944487470587,0.03760125,16.948008,2645.4762125,2550.0,8518.741666666667,1.74,1.9583333333333333,3.9689090909090905,14.305075025435526,7.218004537847648,0
KOI-134 b,1.0,FV,67.5027485,0.36002,12.320407545,346.43296363,601.2,6100.9914285714285,1.7208333333333332,1.3641666666666667,4.074685,3.6810280701331406,1.946907808155096,0
KOI-134 c,1.0,FV,33.95,0.2305,7.631169440831472,69.92224954,671.7211198300081,6160.0,1.667,1.407,4.11,3.5899127893424776,2.4710786465780568,0
KOI-142 b,1.0,GV,10.924515116444445,0.0971363376599999,3.784125,9.852267166666666,769.0,5486.411111111111,0.9255057142857144,0.979,4.4886133333333325,0.6963081016067839,3.1752320331800625,0
KOI-142 c,1.0,GV,22.290527,0.1546855015,12.823029437209968,206.87139166666665,531.4324674881842,5468.5,0.8885000000000001,0.9875,4.528,0.6333993014229777,2.527078490938269,0
KOI-1599.01,1.0,GV,20.41296043,0.14658,1.9966666666666668,4.6,657.0,5816.857142857143,0.972,1.02,4.428445714285714,0.9704562735763248,2.638382217408412,0
KOI-1599.02,1.0,GV,13.61497802857143,0.1118821666666666,1.9,9.0,751.8,5814.166666666667,0.9633333333333332,1.02,4.447260000000001,0.9514652553128916,3.019914419488656,0
KOI-1783.01,1.0,FV,134.47712757600002,0.521535,8.476285714285714,71.0,382.0,6056.222222222223,1.13721,1.0515,4.3841975,1.5609119291854372,1.4201620167751998,0
KOI-1783.02,1.0,FV,284.07635841700005,0.8584916666666667,5.064714285714286,15.0,297.8,6056.222222222223,1.13721,1.0515,4.3841975,1.5609119291854372,1.1069081384440715,0
KOI-1831 d,1.0,GV,34.2014123698,0.1978566666666666,1.1564285714285714,2.23,471.1666666666667,5274.333333333333,0.8201428571428571,0.89825,4.561597142857143,0.467023954759362,2.1310726373604107,0
KOI-1833 d,1.0,KV,7.684429135999999,0.06325,2.202,11.02,590.8,4412.857142857143,0.594,0.592,4.645263333333333,0.1200444850777486,3.059888295726457,0
